episode,return,cost,emissions,safety_violations,unmet_demand,actor_loss,critic_loss,entropy
45,-112361.21668305996,65050.247923563504,8203.661631215038,81,0,0.0,0.0,0.0
46,-113610.60034338081,64448.95422385113,8644.535483184065,77,0,0.0,0.0,0.0
47,-114703.21012977167,66719.33257642586,8591.161375063477,77,0,0.0,0.0,0.0
48,-117497.86312728847,69107.7685498204,9036.055200682229,71,0,0.0,0.0,0.0
49,-103438.85178305859,38105.91726540586,7065.226234856183,76,0,0.0,0.0,0.0
50,-111464.10424271642,65641.19384768154,8656.973820615403,76,0,0.0,0.0,0.0
51,-108605.69235105564,50909.87181739476,7281.950579174433,81,0,0.0,0.0,0.0
52,-101084.76554742496,29851.422760791247,5594.789023377286,77,0,0.0,0.0,0.0
53,-104625.56774096332,35220.65691523611,6779.747370594161,66,0,0.0,0.0,0.0
54,-108855.21659200292,22878.6486604164,7175.136325720851,79,0,0.0,0.0,0.0
55,-111772.13679638549,55293.995221483725,7614.661476204208,84,0,0.0,0.0,0.0
56,-115578.04762810677,60790.645275093826,8271.709705127123,73,0,0.0,0.0,0.0
57,-112052.58885514908,63038.195773415646,8204.804790205257,81,0,0.0,0.0,0.0
58,-104024.57268134777,30670.660186233075,5795.137786180613,70,0,0.0,0.0,0.0
59,-111307.22928255139,32513.650558336674,7165.815920473831,84,0,0.0,0.0,0.0
60,-114084.93986790882,54814.85526046753,7770.40639987361,76,0,0.0,0.0,0.0
61,-119649.32293646657,72593.48304349234,10052.269045888926,78,0,0.0,0.0,0.0
62,-106873.35363103519,36787.902339562694,6912.261775532056,76,0,0.0,0.0,0.0
63,-102806.9608938157,33471.06295986087,6651.647933083092,76,0,0.0,0.0,0.0
64,-111317.36324582103,7799.821296656007,6001.085484312232,78,0,0.0,0.0,0.0
65,-108873.80903585114,54713.82814506727,8039.284956017522,72,0,-0.11240516878664493,1754670.77,6.958574199676514
66,-120002.99138293076,75255.65201139572,9455.527222286262,73,0,0.0,0.0,0.0
67,-113458.11671823883,41572.39559926169,7394.393311041638,80,0,0.0,0.0,0.0
68,-95728.93263475824,18148.064805133115,5431.565386390964,66,0,0.0,0.0,0.0
69,-119930.54256587774,74080.27628589125,9338.569477119985,74,0,0.0,0.0,0.0
70,-106757.00453168758,29371.6675613529,6564.2527703997,74,0,0.0,0.0,0.0
71,-115505.23872322204,56190.00062765181,7898.511699907291,78,0,0.0,0.0,0.0
72,-121020.37642041733,64000.799485109805,8633.265057421962,71,0,0.0,0.0,0.0
73,-117126.14133606447,61271.485242259805,8874.539078885899,74,0,0.0,0.0,0.0
74,-99049.68456098935,23698.35405437069,5814.440526978783,78,0,0.0,0.0,0.0
75,-106003.24483956736,46491.0530002768,7097.062671096005,72,0,0.0,0.0,0.0
76,-108161.03870345697,52598.92727306733,8048.847848031919,70,0,0.0,0.0,0.0
77,-100644.46828672929,34119.87135663204,6187.461606450778,79,0,0.0,0.0,0.0
78,-104398.16816878827,50296.13889694767,7736.2888752236895,68,0,0.0,0.0,0.0
79,-103161.38930331485,29448.921780741923,6483.916745796616,79,0,0.0,0.0,0.0
80,-115845.80415235466,64209.322579111424,9099.95890786938,71,0,0.0,0.0,0.0
81,-113582.97099103786,53543.09567582747,8115.6903956397355,78,0,0.0,0.0,0.0
82,-103660.30119539054,21326.391046659908,6338.07444381521,75,0,0.0,0.0,0.0
83,-115417.66827872295,72461.36421182088,8816.867492436857,72,0,0.0,0.0,0.0
84,-112753.59068215585,61141.62699040781,8458.539604558835,69,0,0.0,0.0,0.0
85,-119164.22734152831,62570.675375397615,8691.079682788371,78,0,0.0,0.0,0.0
86,-112533.96855317424,52285.17720927518,7368.742230984152,73,0,0.0,0.0,0.0
87,-102766.01992827181,9053.186679017119,5694.649966376489,76,0,-0.1057275439798832,1376888.0075,6.8052152729034425
88,-114364.80580019075,70906.05261773954,8842.971572934293,72,0,0.0,0.0,0.0
89,-99668.34623709267,16451.48811746407,5694.284423333625,68,0,0.0,0.0,0.0
90,-110305.57847488286,63632.307140156445,8385.488207248163,74,0,0.0,0.0,0.0
91,-109678.37508922648,63065.62138078037,8248.46844110673,75,0,0.0,0.0,0.0
92,-108391.9685784429,57084.80396293786,8082.4262212285985,65,0,0.0,0.0,0.0
93,-119560.64182023641,76955.11858057871,9079.53347955298,76,0,0.0,0.0,0.0
94,-112291.85272424205,66336.21565089247,8349.930162323595,77,0,0.0,0.0,0.0
95,-105638.37580588947,37957.6989268245,7286.761782401996,68,0,0.0,0.0,0.0
96,-106771.0153738618,37744.01148050217,7034.77954608786,64,0,0.0,0.0,0.0
97,-108650.04850705278,48828.66797672825,7760.209888300095,77,0,0.0,0.0,0.0
98,-101480.84785506524,16965.977365794388,6616.1074061670015,74,0,0.0,0.0,0.0
99,-104911.80007233801,20249.720083200213,6638.898663713086,73,0,0.0,0.0,0.0
100,-107188.93332323561,55596.818945083854,8104.301573594512,73,0,0.0,0.0,0.0
101,-113115.41814708755,62711.33563658677,8522.929889029885,72,0,0.0,0.0,0.0
102,-118775.4196052942,68440.92826511832,8695.90391514074,73,0,0.0,0.0,0.0
103,-109756.01179868386,63584.35807713638,8227.023133333358,70,0,0.0,0.0,0.0
104,-96801.50489623524,30299.61440983584,5560.17895758775,73,0,0.0,0.0,0.0
105,-108205.0939268,61155.28377765118,8287.15477945389,73,0,0.0,0.0,0.0
106,-122083.32715287319,69266.50453694012,8858.36117324126,70,0,0.0,0.0,0.0
107,-117205.76927028676,59714.25223662549,8230.178951490298,71,0,0.0,0.0,0.0
108,-98980.3447583982,34044.80876210208,6582.945039984501,64,0,0.0,0.0,0.0
109,-113587.23497741134,66704.40755408633,8820.129776242555,70,0,-0.10426200814545154,1157311.91,6.656575155258179
110,-109555.86528239437,28506.257387927428,6180.430520029555,69,0,0.0,0.0,0.0
111,-111129.22376248916,49519.79887191465,7639.695908700144,72,0,0.0,0.0,0.0
112,-103973.86681881497,26236.962614379456,6658.504962771501,69,0,0.0,0.0,0.0
113,-105199.68642528458,54297.74807383828,7159.74587665277,73,0,0.0,0.0,0.0
114,-99328.90993130128,24544.487573137536,6183.3139223320395,71,0,0.0,0.0,0.0
115,-118402.6807529133,79264.95089276171,9533.981279147814,68,0,0.0,0.0,0.0
116,-107416.51503729602,64728.89236746995,8403.831807187371,78,0,0.0,0.0,0.0
117,-110392.76760434643,70264.17807113871,9133.561929363645,59,0,0.0,0.0,0.0
118,-107862.87720058436,67152.40954310299,8581.094864598092,69,0,0.0,0.0,0.0
119,-116156.53377221517,67931.4474892366,8999.74053448651,74,0,0.0,0.0,0.0
120,-120213.08701476757,94002.32875434571,10701.05957161616,65,0,0.0,0.0,0.0
121,-109246.36027766264,33713.26948428318,6659.229973405685,69,0,0.0,0.0,0.0
122,-104688.22583126169,38242.808009677065,6589.36661588284,75,0,0.0,0.0,0.0
123,-104236.63791017595,57324.54247378076,7336.383740306533,70,0,0.0,0.0,0.0
124,-112599.21230810025,67756.9150636458,8719.144255676012,71,0,0.0,0.0,0.0
125,-102787.4019357127,39912.13798942457,7256.104025064231,65,0,0.0,0.0,0.0
126,-113877.556631516,74230.09887200256,9251.195962359732,67,0,0.0,0.0,0.0
127,-101551.7406422177,33145.78938319088,6716.321062093642,71,0,0.0,0.0,0.0
128,-116148.86225118859,64725.33037045819,9367.262742587094,73,0,0.0,0.0,0.0
129,-101944.86482901599,19220.62491696891,6305.1736117832115,67,0,0.0,0.0,0.0
130,-114904.05285097638,58672.31037474683,8518.754826621753,67,0,0.0,0.0,0.0
131,-100181.9004710272,17992.996577785216,5678.45100435366,74,0,-0.10259728632867336,984857.33625,6.57471474647522
132,-112949.61304116613,69118.42555497843,9226.814280594923,68,0,0.0,0.0,0.0
133,-105381.31477503455,53223.81267635555,7923.7973865389795,65,0,0.0,0.0,0.0
134,-106726.05486165638,59927.04840905874,8163.7599217829365,68,0,0.0,0.0,0.0
135,-107763.92069056131,66094.15357117775,9053.728274744646,62,0,0.0,0.0,0.0
136,-111350.52469260624,74162.11482412246,9278.027958340457,71,0,0.0,0.0,0.0
137,-101538.99956078078,62258.02751690432,7709.189673215477,68,0,0.0,0.0,0.0
138,-112536.75006563247,69480.4305893224,8851.322598869907,67,0,0.0,0.0,0.0
139,-107222.08843979845,51189.09025394977,7325.748741821031,70,0,0.0,0.0,0.0
140,-104759.42520727609,23623.7995656312,6160.8642417533065,73,0,0.0,0.0,0.0
141,-110588.14954555134,70274.00583091594,8742.985351513897,69,0,0.0,0.0,0.0
142,-102710.29828660976,26252.024294022904,6227.3784796434675,64,0,0.0,0.0,0.0
143,-101860.11157556046,45672.93734333119,6918.032823624344,62,0,0.0,0.0,0.0
144,-113359.80904507914,58386.34543973613,8979.114872231043,71,0,0.0,0.0,0.0
145,-109500.5504767845,67404.13096474351,8325.822674933377,64,0,0.0,0.0,0.0
146,-109995.44660668218,76483.12364453521,9473.42697107946,57,0,0.0,0.0,0.0
147,-111838.63832202417,61554.08487687618,8323.35111982784,69,0,0.0,0.0,0.0
148,-104731.16113842106,37347.55432424952,6986.758297717155,70,0,0.0,0.0,0.0
149,-105008.04470540518,67480.77300606365,8525.03625774571,61,0,0.0,0.0,0.0
150,-104096.38232900649,37640.09215910091,6824.8150646869635,62,0,0.0,0.0,0.0
151,-95129.08832776727,28265.459521740613,5494.743693360853,62,0,0.0,0.0,0.0
152,-106011.09387134967,34612.36087517363,6273.663900782916,68,0,0.0,0.0,0.0
153,-99508.55031565209,34839.39243596864,6357.070240552895,61,0,-0.11659248180687427,853762.22,6.4148087978363035
154,-102646.75735924713,59047.288940897175,8640.214725126016,57,0,0.0,0.0,0.0
155,-112066.37380456417,66492.35202579696,8948.746837764174,65,0,0.0,0.0,0.0
156,-103713.3998779879,33365.330692218,6670.250846538412,59,0,0.0,0.0,0.0
157,-96325.86182595704,51316.51201106772,7141.629118807885,68,0,0.0,0.0,0.0
158,-110503.9752144035,75833.84009090008,8906.621078786553,70,0,0.0,0.0,0.0
159,-108488.75883444348,54465.42733447287,8496.364208182526,70,0,0.0,0.0,0.0
160,-109640.19193841066,74801.99512678276,9344.894904320963,73,0,0.0,0.0,0.0
161,-100511.34629698112,44951.3676961882,7190.833877563903,60,0,0.0,0.0,0.0
162,-109654.10896399159,83816.63990255988,9834.974544336148,57,0,0.0,0.0,0.0
163,-95526.69702038751,33033.92959091624,5847.9517441373055,75,0,0.0,0.0,0.0
164,-109412.22668947642,72413.87761568533,8792.258006877926,74,0,0.0,0.0,0.0
165,-110170.51503800991,55016.750729660904,9034.475526748076,62,0,0.0,0.0,0.0
166,-102906.9823975154,40843.141626547666,6591.830430684605,67,0,0.0,0.0,0.0
167,-108024.98826494883,40430.46379893362,7083.137131306218,75,0,0.0,0.0,0.0
168,-97390.43304723468,31518.532465464446,6762.434972424734,61,0,0.0,0.0,0.0
169,-103685.18804910636,40332.75359815273,7422.594998007322,65,0,0.0,0.0,0.0
170,-108644.43675387237,74796.48699532049,9494.89006140908,66,0,0.0,0.0,0.0
171,-103941.0632225154,47562.32593743281,6924.389985232076,66,0,0.0,0.0,0.0
172,-97353.56920498995,56002.360676237986,7913.812158265198,50,0,0.0,0.0,0.0
173,-103892.74056082252,63012.09743226601,8309.812141894465,56,0,0.0,0.0,0.0
174,-115493.31377079096,76744.64941188836,9572.05394270899,61,0,0.0,0.0,0.0
175,-104429.14804723409,60345.43836697006,8203.10631344364,67,0,-0.1140779048204422,815912.93375,6.324329929351807
176,-106356.96481428109,74613.52230806544,9255.773423932571,59,0,0.0,0.0,0.0
177,-92080.41573730657,53499.461084445364,7266.2908316046805,53,0,0.0,0.0,0.0
178,-98064.83746224527,54913.81379170719,7410.461143989371,52,0,0.0,0.0,0.0
179,-106412.49250549139,72394.75923414463,8957.993014727232,71,0,0.0,0.0,0.0
180,-100295.93232757927,62404.63365160255,7960.37147380137,59,0,0.0,0.0,0.0
181,-97151.13141512655,18986.623309399,6365.671467410448,57,0,0.0,0.0,0.0
182,-106547.28903779613,66824.07331440915,8538.52988145824,63,0,0.0,0.0,0.0
183,-105299.82299395258,66124.19565130371,8395.015689847842,65,0,0.0,0.0,0.0
184,-101217.3122877548,51061.81705821266,7511.261643219323,63,0,0.0,0.0,0.0
185,-100702.76196638444,37807.718317961255,7072.582589759169,62,0,0.0,0.0,0.0
186,-96646.01318369627,27694.600575159457,6275.966885257648,58,0,0.0,0.0,0.0
187,-102258.79409030765,57512.54336890818,7475.852669958692,66,0,0.0,0.0,0.0
188,-96674.667020829,59652.01665382249,7666.960955680744,58,0,0.0,0.0,0.0
189,-93808.84374925322,50595.97471440517,7149.3346391884315,60,0,0.0,0.0,0.0
190,-109621.5322285582,66250.75834944243,8535.849787460891,62,0,0.0,0.0,0.0
191,-93122.53364131773,4845.25705001464,5392.299915021189,73,0,0.0,0.0,0.0
192,-103459.33915621032,41600.32087173215,6731.665455506057,64,0,0.0,0.0,0.0
193,-104155.76019596777,70911.75968948189,8868.745954637234,57,0,0.0,0.0,0.0
194,-108423.07476134402,67438.88344567345,8624.440057528329,60,0,0.0,0.0,0.0
195,-105675.24635930303,73884.07718903116,9239.361876951081,61,0,0.0,0.0,0.0
196,-99472.49707406589,34553.24580291723,6304.2828952805285,64,0,0.0,0.0,0.0
197,-101941.07188376102,26571.66647181801,7135.5991355446695,58,0,-0.08956974469125271,649188.86875,6.18987099647522
198,-101956.13902607144,54046.41414989027,8121.172556944778,50,0,0.0,0.0,0.0
199,-94865.09045398334,33582.83468159359,6537.2356026594625,52,0,0.0,0.0,0.0
200,-95257.25041537143,42204.00914007285,6563.8570500464275,52,0,0.0,0.0,0.0
201,-100300.31373446879,59332.30878419747,8059.751156923823,57,0,0.0,0.0,0.0
202,-102211.58041080764,57925.98524826508,7707.000102758705,56,0,0.0,0.0,0.0
203,-106562.44313516721,44086.59008798449,7288.789138012542,63,0,0.0,0.0,0.0
204,-100568.73078946733,73513.4630414664,8909.952350634621,52,0,0.0,0.0,0.0
205,-100917.59063511436,24216.046769920493,6768.422022374961,62,0,0.0,0.0,0.0
206,-92485.58040646095,41711.12929648922,6693.554554154485,57,0,0.0,0.0,0.0
207,-85795.95282403291,16788.8871006174,5744.264376399723,50,0,0.0,0.0,0.0
208,-101855.10043058742,41218.32839384594,7005.136897109683,55,0,0.0,0.0,0.0
209,-97178.66186101185,26212.301417929775,6187.668258076151,55,0,0.0,0.0,0.0
210,-97795.98661072765,40160.5180310272,6780.226938766272,60,0,0.0,0.0,0.0
211,-107820.33023597761,60175.449008284246,8307.279643564747,60,0,0.0,0.0,0.0
212,-93151.822122139,38554.887123383305,6803.036099843571,51,0,0.0,0.0,0.0
213,-98645.77304410901,47782.69803238056,7219.633717913683,58,0,0.0,0.0,0.0
214,-108354.63509615888,41855.41264556522,7098.378054203481,64,0,0.0,0.0,0.0
215,-92666.8616913115,19066.538831259328,6053.467778239394,60,0,0.0,0.0,0.0
216,-99446.84543663652,64271.74463179885,8162.060467221181,50,0,0.0,0.0,0.0
217,-105657.95537768323,62738.372742331536,8178.706376291133,66,0,0.0,0.0,0.0
218,-90052.95476240377,19134.279646391333,5536.466921701843,64,0,0.0,0.0,0.0
219,-89484.1540521247,37065.81379197732,6146.106060075563,52,0,-0.11721016082912683,489602.54625,6.082886142730713
220,-104433.72015058975,67624.97698834847,8860.711758148034,57,0,0.0,0.0,0.0
221,-89153.819955765,37595.937486384806,6023.492308996694,64,0,0.0,0.0,0.0
222,-93649.1864362714,46221.4703406763,7091.97878688318,59,0,0.0,0.0,0.0
223,-87802.53523116576,41832.50755617227,6557.4283060758835,57,0,0.0,0.0,0.0
224,-95467.19597377926,29815.501618530743,6222.415243054452,52,0,0.0,0.0,0.0
225,-99463.57388774054,55012.05972951287,7725.603240337684,59,0,0.0,0.0,0.0
226,-98028.03184197127,67386.71044929867,8634.9547247572,47,0,0.0,0.0,0.0
227,-92133.2504358816,29339.08097906998,5766.461500383662,62,0,0.0,0.0,0.0
228,-97719.38499999602,35939.54149379909,6382.132986310268,66,0,0.0,0.0,0.0
229,-98666.80949690184,25700.356925695287,5825.395077605743,72,0,0.0,0.0,0.0
230,-92410.16654712171,28008.917817985603,5989.192253224468,62,0,0.0,0.0,0.0
231,-90863.83323128462,40746.53686459094,6741.020559939187,55,0,0.0,0.0,0.0
232,-100842.80367509117,51662.55288362131,7741.109368357676,49,0,0.0,0.0,0.0
233,-113063.69674806787,70225.98966246449,8905.924408425995,71,0,0.0,0.0,0.0
234,-100858.28240863404,75312.91839109968,8829.45518958904,57,0,0.0,0.0,0.0
235,-100150.68358993948,57172.93140875664,7921.193102044023,57,0,0.0,0.0,0.0
236,-98352.7514521564,66687.1844623687,8307.627413105934,55,0,0.0,0.0,0.0
237,-96611.73515217628,16444.711244480888,5872.060133587388,54,0,0.0,0.0,0.0
238,-105496.43426222492,77313.53125390226,10036.46695493783,50,0,0.0,0.0,0.0
239,-103961.51095600451,54648.1500890655,7532.0718087322475,54,0,0.0,0.0,0.0
240,-101213.17501456369,69158.18879168176,8730.709767846938,44,0,0.0,0.0,0.0
241,-100211.52124305331,74330.54756790596,8763.64689532144,63,0,-0.09812310688197613,525037.95,5.929124174118042
242,-94253.80097916082,50427.09822272975,6992.3758166519765,65,0,0.0,0.0,0.0
243,-100230.72566624686,39981.737181947916,7396.860082420797,54,0,0.0,0.0,0.0
244,-102000.54180048025,60852.82210098586,8028.383988894685,58,0,0.0,0.0,0.0
245,-106390.2111590189,78224.56638673316,9642.705872610124,48,0,0.0,0.0,0.0
246,-99531.39586647657,59090.60610984745,7940.4317023123085,57,0,0.0,0.0,0.0
247,-90353.27066338324,35308.690934356055,6262.486779195331,55,0,0.0,0.0,0.0
248,-104961.47398315191,69650.8146783902,8599.88945439685,52,0,0.0,0.0,0.0
249,-98669.81049485829,34003.415475575326,6694.6047418000435,65,0,0.0,0.0,0.0
250,-87379.5258958576,25621.52862344402,5748.519015868531,57,0,0.0,0.0,0.0
251,-98853.07244529838,64554.08825291417,7853.478861566561,51,0,0.0,0.0,0.0
252,-111173.4391132106,78969.04821078463,9220.300894707982,55,0,0.0,0.0,0.0
253,-98006.38141413713,46772.11194608094,7590.612176468313,58,0,0.0,0.0,0.0
254,-107620.01245159341,80101.97747916578,10013.679054724584,48,0,0.0,0.0,0.0
255,-101417.82023231851,44477.16041908252,7117.996178316651,66,0,0.0,0.0,0.0
256,-104260.02393452796,72766.54327062328,9093.19166893605,50,0,0.0,0.0,0.0
257,-99894.56721264996,23796.99393347548,6965.521976568918,53,0,0.0,0.0,0.0
258,-96046.4035820969,64999.306855118535,8138.196093972455,50,0,0.0,0.0,0.0
259,-103900.7952674266,83001.60867544333,9545.346595465791,59,0,0.0,0.0,0.0
260,-93213.13020099248,77110.22875972738,8907.224277352392,42,0,0.0,0.0,0.0
261,-91348.31056557286,41206.267485950724,6552.468984153224,53,0,0.0,0.0,0.0
262,-100465.45259486312,79435.2968434748,9302.846488536064,46,0,0.0,0.0,0.0
263,-102351.81895542347,44164.37561445942,7408.896851178233,53,0,-0.1120952108502388,423676.766875,5.8611988353729245
264,-98997.93306679517,60864.7349564202,7946.599645766918,49,0,0.0,0.0,0.0
265,-97334.62640876253,62556.49239406563,8066.348552194358,46,0,0.0,0.0,0.0
266,-99392.99482834469,39106.977011091745,6969.788880179189,70,0,0.0,0.0,0.0
267,-91098.32719472166,32278.741788598316,6495.519237377412,52,0,0.0,0.0,0.0
268,-98306.34393374232,79220.8452851149,9424.927792293112,45,0,0.0,0.0,0.0
269,-88005.34704139661,41292.72291805556,6988.437966465069,49,0,0.0,0.0,0.0
270,-88686.56236039278,55923.9071396,7437.113646218247,44,0,0.0,0.0,0.0
271,-106041.64155529474,71396.66438983295,9376.89280837428,54,0,0.0,0.0,0.0
272,-92761.10936361115,18633.727823393656,5396.648504291717,59,0,0.0,0.0,0.0
273,-98484.12290851421,64077.19539860936,8006.6991215478,46,0,0.0,0.0,0.0
274,-90211.0933898741,62234.45199660181,7766.304989797421,45,0,0.0,0.0,0.0
275,-92257.4391517131,69559.92522272265,8154.303850527529,44,0,0.0,0.0,0.0
276,-102269.33057862909,84811.04583470868,9762.49890227592,42,0,0.0,0.0,0.0
277,-98350.52387084975,63554.936536751746,8972.662279787708,54,0,0.0,0.0,0.0
278,-94159.99842814577,58024.60458706721,7814.553460642133,46,0,0.0,0.0,0.0
279,-101360.43653915865,59318.01959588399,8604.099775684641,61,0,0.0,0.0,0.0
280,-101675.92267208557,74314.20397180434,9364.99561280079,48,0,0.0,0.0,0.0
281,-98555.19880350285,78803.09851463829,9536.20779791803,48,0,0.0,0.0,0.0
282,-93386.15552866108,66376.25300044256,8399.923712847423,48,0,0.0,0.0,0.0
283,-96097.23328074874,69896.67853888727,8397.415191740627,47,0,0.0,0.0,0.0
284,-94481.17146204025,54827.621479052395,7630.906680791379,48,0,0.0,0.0,0.0
285,-102400.46398642434,69717.42300940573,9200.362664117298,60,0,-0.09791893027722835,411328.275625,5.674442987442017
286,-103432.27059923929,72778.7205431232,8599.850455842334,52,0,0.0,0.0,0.0
287,-96240.01200227457,68908.48163403619,8227.298013838405,46,0,0.0,0.0,0.0
288,-90058.69908182349,30988.73702027439,6113.1282415606665,52,0,0.0,0.0,0.0
289,-91239.15582083057,23792.006922189787,5811.860522343141,60,0,0.0,0.0,0.0
290,-100032.39782691949,74935.6001655928,9023.119265289075,48,0,0.0,0.0,0.0
291,-97748.82944774156,66987.39508997981,8340.919007179826,42,0,0.0,0.0,0.0
292,-88041.53418655224,57021.90583048274,7489.886241443382,36,0,0.0,0.0,0.0
293,-100648.59309114484,72695.86389859044,9057.822814468229,49,0,0.0,0.0,0.0
294,-96848.05057243245,24356.581854768934,6309.4886676197575,62,0,0.0,0.0,0.0
295,-106170.1474409719,83181.33888570692,9902.927525370966,42,0,0.0,0.0,0.0
296,-88716.11064276623,41042.11809821365,6558.179962991232,55,0,0.0,0.0,0.0
297,-82091.636745353,3650.672228260486,4012.6611133237234,55,0,0.0,0.0,0.0
298,-92088.40499875383,56007.586936015025,7737.334617133126,44,0,0.0,0.0,0.0
299,-99440.45018431364,71280.75172041918,8691.942411903909,58,0,0.0,0.0,0.0
300,-95172.43975441522,60166.366840660514,7966.828116721558,42,0,0.0,0.0,0.0
301,-82096.51038049613,15223.878257046337,5621.616187597812,53,0,0.0,0.0,0.0
302,-95051.9093218245,57852.41849306583,7675.377668841149,45,0,0.0,0.0,0.0
303,-96933.03923721032,35693.67425507874,6200.130106909945,65,0,0.0,0.0,0.0
304,-84432.95105179821,47549.7200830625,6771.390982983247,47,0,0.0,0.0,0.0
305,-88865.23764651017,26637.798571942294,5965.692290646342,57,0,0.0,0.0,0.0
306,-89958.9795923255,28336.125976324158,6127.515060802776,52,0,0.0,0.0,0.0
307,-102257.85649644323,64960.370607152916,8766.568864429777,39,0,-0.09849765472114086,389176.229375,5.7722103309631345
308,-83745.75460711462,52461.81573018742,6918.226512311498,46,0,0.0,0.0,0.0
309,-89396.1533872487,12767.156252896357,5859.543571657274,58,0,0.0,0.0,0.0
310,-85525.10011129791,17278.529726494908,5250.809346684957,51,0,0.0,0.0,0.0
311,-87461.68837564974,22292.80235506477,5213.911264184188,55,0,0.0,0.0,0.0
312,-90247.32175640008,61375.455129825976,7364.589880807156,33,0,0.0,0.0,0.0
313,-90663.11898072464,30521.806426708707,5989.386548187689,52,0,0.0,0.0,0.0
314,-81148.02091745815,14539.131011649013,4890.740471170234,51,0,0.0,0.0,0.0
315,-89681.08489020012,65222.12960855014,7839.950188147837,37,0,0.0,0.0,0.0
316,-92657.6282826498,11332.859712896518,5792.778855513888,58,0,0.0,0.0,0.0
317,-88569.94201015063,40363.19125188531,6590.4958966117465,51,0,0.0,0.0,0.0
318,-94143.69024580863,57423.1822372564,7987.465808454894,56,0,0.0,0.0,0.0
