episode,return,cost,emissions,safety_violations,unmet_demand,actor_loss,critic_loss,entropy
319,-94347.9748223088,67874.46840858425,8766.941511512467,44,0,0.0,0.0,0.0
320,-100250.35245561556,73784.43989745672,9046.531206278132,40,0,0.0,0.0,0.0
321,-101593.35369734962,72934.63999540334,9048.194952808979,46,0,0.0,0.0,0.0
322,-94594.1675251328,59168.92775114378,7991.864163640932,46,0,0.0,0.0,0.0
323,-90174.16406174668,68342.18899449072,8398.974733467287,37,0,0.0,0.0,0.0
324,-88279.95114309751,53753.56006890585,7216.96751977985,40,0,0.0,0.0,0.0
325,-96549.19649639088,75571.05793996077,9010.964606202539,41,0,0.0,0.0,0.0
326,-98205.03423338433,61719.17840948868,8005.700612864144,41,0,0.0,0.0,0.0
327,-98484.8474308642,31945.42781953137,6721.268435965474,53,0,0.0,0.0,0.0
328,-95744.84579206193,63535.62129463149,8054.3411035614945,39,0,0.0,0.0,0.0
329,-93299.63757357061,64933.613153033824,8022.661628190453,45,0,-0.09617038227617741,296197.25125,5.557430143356323
330,-92116.61637232044,17297.54753960928,6002.629638993471,52,0,0.0,0.0,0.0
331,-99689.70848014018,75306.3989614969,9291.350385158845,48,0,0.0,0.0,0.0
332,-86860.1120842428,27421.323260211346,5440.369930407025,55,0,0.0,0.0,0.0
333,-91749.93999366437,75561.75811471819,8826.344191043887,43,0,0.0,0.0,0.0
334,-83229.9118141465,17629.77154328807,5954.197359419053,47,0,0.0,0.0,0.0
335,-87075.61915911426,69026.58012311088,8266.110492241754,34,0,0.0,0.0,0.0
336,-77818.88511995849,55650.64471373672,7266.127836729964,35,0,0.0,0.0,0.0
337,-93183.69933528925,26692.54601889536,6131.815329655123,52,0,0.0,0.0,0.0
338,-91027.17666160293,65971.80990770557,8026.527251013543,46,0,0.0,0.0,0.0
339,-96518.53552934305,71309.96343799711,9007.370980967718,44,0,0.0,0.0,0.0
340,-94939.71693316907,82918.12824449233,9693.099704425906,34,0,0.0,0.0,0.0
341,-91221.52190910754,62294.58985596045,7871.845235148287,41,0,0.0,0.0,0.0
342,-103342.86322989268,88842.2214745302,10415.256635353953,40,0,0.0,0.0,0.0
343,-88984.56422078251,2466.471885784008,5049.597805754042,56,0,0.0,0.0,0.0
344,-84561.57707396641,29523.531167628676,5587.6812756857835,49,0,0.0,0.0,0.0
345,-96149.20742921327,79959.27234055384,9254.69498264881,36,0,0.0,0.0,0.0
346,-97636.372811673,66158.21530457404,8451.000542175716,46,0,0.0,0.0,0.0
347,-99454.99416329141,74750.75548884414,9478.253826272887,31,0,0.0,0.0,0.0
348,-92121.77313181417,58540.10234025855,7877.540878734712,44,0,0.0,0.0,0.0
349,-89725.65295269327,67514.8572027281,8773.770563464004,39,0,0.0,0.0,0.0
350,-95229.44169727791,73914.32562444272,9255.645590124397,46,0,0.0,0.0,0.0
351,-86929.86591472373,59881.21420410989,7969.050212295722,35,0,-0.10203891478478909,263651.353125,5.347936935424805
352,-88005.72073816776,66254.46620147038,7976.713705405498,31,0,0.0,0.0,0.0
353,-85280.87998835654,58795.47468396504,7448.545969011585,29,0,0.0,0.0,0.0
354,-90109.055618482,32285.683182822697,6595.368589998852,54,0,0.0,0.0,0.0
355,-86196.64403577086,58188.94610328136,7584.391955468627,32,0,0.0,0.0,0.0
356,-86054.51247624481,66820.25774866066,7923.829024847539,37,0,0.0,0.0,0.0
357,-96079.69835580818,69216.00353415198,8310.95091567031,41,0,0.0,0.0,0.0
358,-93140.82520368279,48665.46927886908,7454.843007375201,44,0,0.0,0.0,0.0
359,-84495.66585684169,59747.1190498151,7622.276489934029,43,0,0.0,0.0,0.0
360,-85418.11647184376,58607.14716807116,7703.955576469071,33,0,0.0,0.0,0.0
361,-96422.62572377469,67614.78845700086,8554.189347859307,41,0,0.0,0.0,0.0
362,-80538.84775196562,13371.456795980937,5576.432445396232,43,0,0.0,0.0,0.0
363,-83484.41886568427,68626.83536012685,8061.024892681044,26,0,0.0,0.0,0.0
364,-80977.3942768949,21646.13153602996,5832.198193006279,40,0,0.0,0.0,0.0
365,-86245.72153095594,58700.80983622431,7487.509333052275,29,0,0.0,0.0,0.0
366,-78257.50449374855,59767.34515171529,7457.147092841871,32,0,0.0,0.0,0.0
367,-85691.1626174824,62068.73522467736,7618.278747477858,24,0,0.0,0.0,0.0
368,-90537.71234192127,49765.55001513082,6998.991134903497,43,0,0.0,0.0,0.0
369,-95812.63095971454,49252.8743017108,7453.490852499033,44,0,0.0,0.0,0.0
370,-89057.42497608525,53668.170712824176,7293.954067783079,49,0,0.0,0.0,0.0
371,-94642.98431699623,74960.03060104685,8924.35353303426,41,0,0.0,0.0,0.0
372,-98169.00141123995,44272.22614505927,7767.831291280373,54,0,0.0,0.0,0.0
373,-89992.85985749998,76607.35785517676,8723.181990230518,29,0,-0.09728985611349344,193773.4421875,5.178263511657715
374,-74024.21401457963,48777.712272479395,6172.02526136714,25,0,0.0,0.0,0.0
375,-87833.3234995823,36579.12246548463,6573.229113404085,48,0,0.0,0.0,0.0
376,-92885.05382670704,45321.27763460721,7202.360887754342,42,0,0.0,0.0,0.0
377,-87969.6834979558,54956.63349204798,7536.575529011553,41,0,0.0,0.0,0.0
378,-88115.62172328528,19035.288291880184,5882.968135147659,51,0,0.0,0.0,0.0
379,-82581.341224331,37759.802396148,6100.13833480194,54,0,0.0,0.0,0.0
380,-80300.1993318277,21673.26998147104,5984.737019714373,43,0,0.0,0.0,0.0
381,-90484.58814629016,32432.873848993593,6263.148873667928,41,0,0.0,0.0,0.0
382,-86943.38315645503,27088.99070618172,6662.52312212023,42,0,0.0,0.0,0.0
383,-87312.2942837153,47160.47345345154,6811.332739702969,46,0,0.0,0.0,0.0
384,-74309.98872986961,46931.16733435687,6401.102048372132,18,0,0.0,0.0,0.0
385,-91609.48811189449,17599.874411734974,5911.6580974986755,53,0,0.0,0.0,0.0
386,-90101.65779176197,60437.35207606348,7703.767486889652,35,0,0.0,0.0,0.0
387,-85223.048867575,46416.69350996189,6800.499250712114,33,0,0.0,0.0,0.0
388,-94263.08866047622,74920.18989335341,9060.899993937732,36,0,0.0,0.0,0.0
389,-92246.74796119824,62579.67772725542,7823.9453882954695,48,0,0.0,0.0,0.0
390,-88398.609328558,67540.37283781049,8201.635291324465,40,0,0.0,0.0,0.0
391,-84665.31875066482,10226.738041771734,5106.878406326177,47,0,0.0,0.0,0.0
392,-97760.77350405329,41682.73199528478,7489.440298342038,53,0,0.0,0.0,0.0
393,-79641.36155813177,22603.596983490104,4712.598234538223,40,0,0.0,0.0,0.0
394,-81273.41661609574,55842.53681401128,6974.043041145733,36,0,0.0,0.0,0.0
395,-96568.26104351121,43929.453025886236,7217.925971245314,52,0,-0.09934124562889338,271511.5046875,5.421021480560302
396,-81107.83870603473,32057.782891212053,6112.459454900105,34,0,0.0,0.0,0.0
397,-90364.50325423093,70034.47904393516,8707.769356939523,30,0,0.0,0.0,0.0
398,-93566.4466320546,31199.348819143248,6794.359470535322,42,0,0.0,0.0,0.0
399,-79076.56553804001,55774.470447118685,7429.090843632582,25,0,0.0,0.0,0.0
400,-81986.62626684812,59371.38530267685,7057.545087280851,43,0,0.0,0.0,0.0
401,-80916.52184434404,59726.25006214279,7499.24613911195,28,0,0.0,0.0,0.0
402,-87916.9133898764,60145.93733347594,7473.256659368883,35,0,0.0,0.0,0.0
403,-87747.14008445805,30747.82071615114,6141.313247202743,43,0,0.0,0.0,0.0
404,-82013.70899804677,63688.5417160183,7634.291352078479,27,0,0.0,0.0,0.0
405,-97106.29340318746,57822.12765554586,8850.043763936193,47,0,0.0,0.0,0.0
406,-82295.36924383641,23945.25002051479,5622.198169650706,38,0,0.0,0.0,0.0
407,-83337.42582899972,68545.33545370457,8023.593425521634,23,0,0.0,0.0,0.0
408,-86743.20617938062,69638.19349484776,8133.878389965903,26,0,0.0,0.0,0.0
409,-94280.47535397824,71063.4162268641,9110.915635668847,39,0,0.0,0.0,0.0
410,-83567.85100693865,31888.346503436165,5585.16998796098,36,0,0.0,0.0,0.0
411,-84896.49863681132,47548.69183905263,7181.801366388114,32,0,0.0,0.0,0.0
412,-90414.84062270643,64810.64295401077,8191.474670976237,40,0,0.0,0.0,0.0
413,-94126.78791902609,26194.89528672123,6230.282911633737,51,0,0.0,0.0,0.0
414,-86086.27106345035,68940.01581273417,8170.639639620841,28,0,0.0,0.0,0.0
415,-79520.29027021973,52995.67821736002,6653.504020032082,27,0,0.0,0.0,0.0
416,-89114.0446992823,62217.200298609285,8054.634569512814,32,0,0.0,0.0,0.0
417,-93575.16336431858,44122.8229461932,7216.686062630981,54,0,-0.08827182445675134,166894.121875,5.145387725830078
418,-84201.2430953793,63926.7329625877,8163.361160274977,27,0,0.0,0.0,0.0
419,-89089.13149751913,54116.825649064944,7454.339631573645,36,0,0.0,0.0,0.0
420,-75443.51059009762,58607.81895614382,7434.360797678445,26,0,0.0,0.0,0.0
421,-83101.09412377744,23547.57351001752,4905.385195945024,44,0,0.0,0.0,0.0
422,-79540.58212861296,49595.10993790487,6502.957469749114,32,0,0.0,0.0,0.0
423,-84759.21699490449,64935.04742412528,8070.696673033551,26,0,0.0,0.0,0.0
424,-86916.6493397714,61244.67129995865,7432.856097367769,41,0,0.0,0.0,0.0
425,-80685.0982219497,69058.6772988143,8048.522704396467,22,0,0.0,0.0,0.0
426,-87381.63547108351,72663.86706169997,9177.542720020376,18,0,0.0,0.0,0.0
427,-85671.8267050951,65730.90044581218,8209.29157079163,24,0,0.0,0.0,0.0
428,-79262.84925284555,51917.830467792235,6855.080987636133,33,0,0.0,0.0,0.0
429,-82394.91612674214,68531.04016271172,8171.109808987272,27,0,0.0,0.0,0.0
430,-92929.56633049606,72772.55222731744,8868.393882820941,29,0,0.0,0.0,0.0
431,-100631.12585205334,27376.652235347337,7066.701897552591,53,0,0.0,0.0,0.0
432,-98304.00117284697,64939.013086022074,8908.130196108645,38,0,0.0,0.0,0.0
433,-83164.20755114772,68334.10605002922,8466.036240959127,37,0,0.0,0.0,0.0
434,-84819.55367575395,66181.147273279,8356.217758699844,35,0,0.0,0.0,0.0
435,-76155.93325654292,55810.658797436256,7216.741692174137,24,0,0.0,0.0,0.0
436,-83149.8691769183,20119.947983923103,5953.582561755445,36,0,0.0,0.0,0.0
437,-86243.6807688791,66460.48358879457,8124.020356700467,30,0,0.0,0.0,0.0
438,-82749.83611927589,39763.89645222095,6977.938221816704,33,0,0.0,0.0,0.0
439,-87562.91292519211,72243.4589411214,9136.824905329895,30,0,-0.07939885150641203,153086.32125,4.937038459777832
440,-80742.07075933387,66859.83096699178,8151.120520903971,26,0,0.0,0.0,0.0
441,-78294.0746971922,48115.83536932336,6488.035810954405,27,0,0.0,0.0,0.0
442,-78068.04355966063,59192.81170510606,7391.197471417304,22,0,0.0,0.0,0.0
443,-76370.81966872115,54216.90472323643,7071.152384495622,25,0,0.0,0.0,0.0
444,-90002.7378897404,18942.109069022732,6158.005167026027,42,0,0.0,0.0,0.0
445,-92137.82265494454,25770.558286137468,5582.998551894161,50,0,0.0,0.0,0.0
446,-93053.8519376322,29677.048576659487,6249.901292577681,50,0,0.0,0.0,0.0
447,-92918.76439439863,32374.8017848453,6770.712843070252,45,0,0.0,0.0,0.0
448,-99174.72605733472,37153.018879611525,7141.154906880551,54,0,0.0,0.0,0.0
449,-83647.88237676882,55482.54934342705,7406.366293509681,21,0,0.0,0.0,0.0
450,-81717.70538563369,63762.501812765324,7611.603957562119,27,0,0.0,0.0,0.0
451,-79139.28903108733,62811.1968279416,7954.542292817079,24,0,0.0,0.0,0.0
452,-80557.55423785423,64787.126374611085,7711.645553284941,29,0,0.0,0.0,0.0
453,-77604.7414030212,64222.9218550853,7651.601465179451,29,0,0.0,0.0,0.0
454,-96581.57480855865,22516.208872047977,6830.849807582329,58,0,0.0,0.0,0.0
455,-83996.72416414833,21331.762187001324,5309.404685838049,58,0,0.0,0.0,0.0
456,-80846.9802538913,53398.27764848309,6829.523748447354,34,0,0.0,0.0,0.0
457,-97278.2597738336,79522.10086788707,9270.630023660322,35,0,0.0,0.0,0.0
458,-91004.37164366669,29030.00949262742,6054.483901496582,45,0,0.0,0.0,0.0
459,-100746.59973278212,80722.09618464965,10222.690270215115,35,0,0.0,0.0,0.0
460,-83863.56704129835,53133.68044412821,7094.993958588366,28,0,0.0,0.0,0.0
461,-97673.97815336852,26688.19687145584,6436.419034711272,46,0,-0.08468059170991182,280865.38625,5.230699625015259
462,-80941.76494288223,52094.739143340325,7293.909805070818,27,0,0.0,0.0,0.0
463,-86055.87038228266,67423.3175344196,8010.828724113684,31,0,0.0,0.0,0.0
464,-81095.99896806532,31736.87972082422,5872.011151028089,35,0,0.0,0.0,0.0
465,-92511.65312468141,14760.898152937412,6031.8717399593825,47,0,0.0,0.0,0.0
466,-96425.44627905762,68760.3802869743,9290.267314414683,40,0,0.0,0.0,0.0
467,-95545.48364003446,79220.11468753318,9549.802051847693,29,0,0.0,0.0,0.0
468,-88367.90986901158,68979.2996826793,8553.473783548787,30,0,0.0,0.0,0.0
469,-76371.56920141276,65104.15963441319,8083.867369007913,16,0,0.0,0.0,0.0
470,-93688.15552317734,38062.0026578419,6587.907182241946,48,0,0.0,0.0,0.0
471,-92761.96365555047,59323.037753632794,8810.197995172059,28,0,0.0,0.0,0.0
472,-83079.16766044505,15438.283943002692,5308.831690454982,45,0,0.0,0.0,0.0
473,-83707.70315813943,62856.10958089583,7778.98516153081,29,0,0.0,0.0,0.0
474,-90441.66194204366,27715.13685171939,5834.549554139943,45,0,0.0,0.0,0.0
475,-91280.96217924332,45211.97800690411,6743.17453890364,42,0,0.0,0.0,0.0
476,-93788.94856622613,43597.98524400414,6783.042823110915,45,0,0.0,0.0,0.0
477,-73347.27457133967,64674.7839205918,7634.811387572612,15,0,0.0,0.0,0.0
478,-78854.45651042288,63071.04513440014,7709.685922315662,23,0,0.0,0.0,0.0
479,-85495.86445865942,58464.647076877736,7898.871076773569,29,0,0.0,0.0,0.0
480,-79503.7958793609,72757.96530989393,8922.330276839302,22,0,0.0,0.0,0.0
481,-79900.9372730907,68304.34041538888,8224.956864042291,30,0,0.0,0.0,0.0
482,-99340.67706365591,36617.879386380104,7027.631492589235,44,0,0.0,0.0,0.0
483,-75908.53760539943,60773.17839345271,7243.210245829552,18,0,-0.09153921954333782,153248.851875,5.044362344741821
484,-70847.18429903292,53845.41282678824,6846.886240183425,20,0,0.0,0.0,0.0
485,-82294.73253558263,69318.19849181367,8013.297468016222,23,0,0.0,0.0,0.0
486,-78718.2222560524,71915.71233434051,8397.743650505448,20,0,0.0,0.0,0.0
487,-89988.65399371718,63670.65882586722,8366.047986109948,28,0,0.0,0.0,0.0
488,-73926.03490260207,51171.103244576494,6650.955190506181,20,0,0.0,0.0,0.0
489,-87886.72990635717,64929.30807008135,7800.638533848638,29,0,0.0,0.0,0.0
490,-87504.92341261749,78375.49488850695,9017.43872043259,24,0,0.0,0.0,0.0
491,-83259.81456100255,24739.685026425585,5619.245176971283,39,0,0.0,0.0,0.0
492,-73635.65304093536,64690.7088367489,7631.166987259067,24,0,0.0,0.0,0.0
493,-74340.33206549953,69183.69315910849,8275.808219588927,17,0,0.0,0.0,0.0
494,-86421.59777448922,69305.31302044603,8603.801768425341,31,0,0.0,0.0,0.0
495,-82162.26510141251,75596.36017300369,8869.237628344275,18,0,0.0,0.0,0.0
496,-82951.70208417204,69635.42419143711,8491.16111327238,18,0,0.0,0.0,0.0
497,-89181.14384907769,34279.199692711474,6451.214053399104,38,0,0.0,0.0,0.0
498,-85166.48980464796,21636.254722727594,5522.185095666324,55,0,0.0,0.0,0.0
499,-81531.86137638391,64702.75441924658,8122.375787003799,28,0,0.0,0.0,0.0
500,-84607.13589542756,61908.07172245769,7495.877443544432,24,0,0.0,0.0,0.0
501,-80435.07593339043,57438.14844798203,7127.80382108565,33,0,0.0,0.0,0.0
502,-87698.61670511618,30572.900235366564,5899.722390506612,44,0,0.0,0.0,0.0
503,-68470.0903299786,61567.91021893845,7441.455507922301,21,0,0.0,0.0,0.0
504,-88536.83747365078,26906.050600979834,6255.393873881008,48,0,0.0,0.0,0.0
505,-67174.85567852588,49831.48538884821,6198.2597095079045,20,0,-0.07429303705692292,132191.42328125,4.871065015792847
506,-80746.59111637875,50857.7583818299,6679.546729448646,29,0,0.0,0.0,0.0
507,-75712.04917844653,73598.54555658503,8412.297112716627,16,0,0.0,0.0,0.0
508,-79955.34293861296,65278.39077175057,7998.596610326247,22,0,0.0,0.0,0.0
509,-91259.40540508916,40247.60906911372,6373.709101384072,47,0,0.0,0.0,0.0
510,-90176.44454685936,55646.30747467356,8231.580016346357,28,0,0.0,0.0,0.0
511,-103094.11740602822,80813.95084678198,10672.393584441665,39,0,0.0,0.0,0.0
512,-76634.73770768913,58677.34123128387,7228.492720193546,23,0,0.0,0.0,0.0
513,-78805.24799878043,60571.58107691915,7699.862271885835,33,0,0.0,0.0,0.0
514,-76748.41227178293,60983.3787165639,7556.354389187466,18,0,0.0,0.0,0.0
515,-93709.32522096606,72147.51598619578,9234.712375206818,23,0,0.0,0.0,0.0
516,-89604.19302173128,65020.63915606685,9031.962543466996,30,0,0.0,0.0,0.0
517,-76775.85475609981,60007.11889392778,7434.555424252022,16,0,0.0,0.0,0.0
518,-78201.86983632534,67262.07155256947,8060.814257408219,16,0,0.0,0.0,0.0
519,-86565.52151070582,68445.83822140301,8109.228225007849,25,0,0.0,0.0,0.0
520,-79574.65741758306,71240.41272311112,8330.620023252366,27,0,0.0,0.0,0.0
521,-78947.13622586174,55401.20301204423,7114.813411520845,18,0,0.0,0.0,0.0
522,-84667.49340093265,72632.91138781731,8308.26506363888,24,0,0.0,0.0,0.0
523,-98628.95026654287,69214.85411274976,8861.23275855513,47,0,0.0,0.0,0.0
524,-78869.27181964777,67243.11264658191,8031.195798715002,21,0,0.0,0.0,0.0
525,-75353.60475095667,61712.50010557508,7905.187615535353,22,0,0.0,0.0,0.0
526,-93254.06051197836,36751.81090092851,6867.615094089232,46,0,0.0,0.0,0.0
527,-89046.86592873454,67187.12818479755,8216.023049179445,28,0,-0.083075803630054,117876.700625,4.777915849685669
528,-76249.41842319361,67385.9199696268,7892.431632910132,20,0,0.0,0.0,0.0
529,-69842.50748048892,58471.484214990116,7057.524066243399,19,0,0.0,0.0,0.0
530,-99089.30576714977,38038.03624113592,6958.391679109944,48,0,0.0,0.0,0.0
531,-85150.67639745564,29701.19672892492,6282.022731929713,43,0,0.0,0.0,0.0
532,-77332.9304439393,67679.61951486285,7920.352053456187,9,0,0.0,0.0,0.0
533,-90029.33569103871,49114.174613481,8259.957094567768,35,0,0.0,0.0,0.0
534,-90155.00283212417,55833.87074175278,7834.966094098413,47,0,0.0,0.0,0.0
535,-98101.94473665225,34539.96589949535,6760.646936589183,49,0,0.0,0.0,0.0
536,-95612.56640814955,25323.34760620143,6458.899582003935,47,0,0.0,0.0,0.0
537,-95562.1783990841,62630.42844432175,9486.772548249093,23,0,0.0,0.0,0.0
538,-76314.90368744708,58258.72972252537,7193.773593165334,17,0,0.0,0.0,0.0
539,-93024.89344911654,36488.793538326696,6707.450482735988,41,0,0.0,0.0,0.0
540,-75275.68224732464,69695.56081680383,7983.758475403149,19,0,0.0,0.0,0.0
541,-94615.15576521351,61560.67792741652,8968.966493694208,41,0,0.0,0.0,0.0
542,-92117.91313773835,54429.447814541025,8356.212759710203,29,0,0.0,0.0,0.0
543,-95395.32148163462,30843.179297871586,6837.217804450271,44,0,0.0,0.0,0.0
544,-69093.30219751126,51167.039730966906,6544.588133504781,18,0,0.0,0.0,0.0
545,-94789.05317307303,21474.851382056837,5952.984553051804,58,0,0.0,0.0,0.0
546,-92932.37005467476,48064.42508637172,7063.952418728402,49,0,0.0,0.0,0.0
547,-88038.86093114714,66345.64535178553,8586.136873555475,23,0,0.0,0.0,0.0
548,-85174.99568306764,29015.830359164036,6263.576811317151,46,0,0.0,0.0,0.0
549,-87313.64757383912,19216.30974308701,5534.429427313805,50,0,-0.10916827075183391,280753.299375,5.553742542266845
550,-72935.99399062138,59724.98145148814,6919.79745947395,25,0,0.0,0.0,0.0
551,-73363.78996144442,60619.70804494458,7413.603537357594,18,0,0.0,0.0,0.0
552,-78779.03456617589,67308.97672448364,7785.890401491793,20,0,0.0,0.0,0.0
553,-99650.98599387168,21004.086635607197,6577.3710986787655,51,0,0.0,0.0,0.0
554,-85462.32104048684,85967.94749197685,9351.027510632452,21,0,0.0,0.0,0.0
555,-72514.28388359769,52402.2752699752,6469.154971973574,20,0,0.0,0.0,0.0
556,-75249.39822261721,70484.20684285786,7869.432395198059,17,0,0.0,0.0,0.0
557,-92678.46178248787,45133.07419174557,8171.545162772181,43,0,0.0,0.0,0.0
558,-95988.99379579478,22194.474778783548,6008.892200042833,46,0,0.0,0.0,0.0
559,-85292.09786706991,51687.66489188879,6938.238094662927,23,0,0.0,0.0,0.0
560,-85836.26518410143,72346.05034057921,8684.060891151214,29,0,0.0,0.0,0.0
561,-87173.94174265917,67481.60946396334,8623.821258275544,34,0,0.0,0.0,0.0
562,-90538.03314297041,63572.99715517376,8657.964977287465,38,0,0.0,0.0,0.0
563,-95729.73572296143,38451.39815269323,6924.604074711872,43,0,0.0,0.0,0.0
564,-77717.37959386772,66663.6163044615,7881.876885638023,24,0,0.0,0.0,0.0
565,-97053.89075997856,26540.834151223302,6117.492333095125,59,0,0.0,0.0,0.0
566,-88992.14284337685,30742.570702065364,5795.837978124778,49,0,0.0,0.0,0.0
567,-90894.43191038807,53518.58642028436,7819.330102895249,29,0,0.0,0.0,0.0
568,-78047.24913318285,64366.15859477474,7621.965017059504,16,0,0.0,0.0,0.0
569,-96061.97328765786,28942.160273968,7266.781845079293,53,0,0.0,0.0,0.0
570,-73174.36263099697,72610.06974678513,8124.640666310132,23,0,0.0,0.0,0.0
571,-79935.03900727989,75424.96744795144,8910.804198317826,19,0,-0.09846192441880702,263938.659375,5.160588340759277
572,-77463.05213912574,69596.59943584783,8204.739962776463,21,0,0.0,0.0,0.0
573,-71485.39090748968,58931.62388642749,7047.284108654092,21,0,0.0,0.0,0.0
574,-98733.69525176106,42658.38345248554,7273.283951362448,50,0,0.0,0.0,0.0
575,-97677.37211338122,35000.672124404846,7548.5549187829165,49,0,0.0,0.0,0.0
576,-93517.96605130433,42776.234349877835,7043.689971891044,44,0,0.0,0.0,0.0
577,-103423.79375549723,33760.347029458666,6497.550758517658,59,0,0.0,0.0,0.0
578,-73422.96922030032,57169.51336990739,7113.078997072458,17,0,0.0,0.0,0.0
579,-77711.75827769555,63970.98493490673,7681.159988620348,20,0,0.0,0.0,0.0
580,-79830.50410936553,69981.4124312089,8087.503127800357,13,0,0.0,0.0,0.0
581,-86816.62194586672,40030.54520051517,6733.117429158748,45,0,0.0,0.0,0.0
582,-88314.7359599402,46672.663368908194,6801.730883436235,45,0,0.0,0.0,0.0
583,-84129.6674024303,68329.20380278565,8509.803239398128,34,0,0.0,0.0,0.0
584,-82344.29285117045,42869.87539811518,7137.123221296817,29,0,0.0,0.0,0.0
585,-82469.27166570099,50413.69551072014,7059.869930481916,30,0,0.0,0.0,0.0
586,-85545.53173030664,59241.218249079175,7895.472421918758,32,0,0.0,0.0,0.0
587,-72717.35486543523,65333.13186217414,7854.519024163927,19,0,0.0,0.0,0.0
588,-95148.19352835412,46427.86879048971,7631.957981530133,37,0,0.0,0.0,0.0
589,-93225.62040858582,26813.366219702824,6440.795535697058,53,0,0.0,0.0,0.0
590,-66951.36726259795,65539.68500822259,7404.885524823303,16,0,0.0,0.0,0.0
591,-87165.29726180455,50813.89835664597,7497.0905970139565,39,0,0.0,0.0,0.0
592,-79955.7421712403,77425.62708229186,9078.814991839148,17,0,0.0,0.0,0.0
593,-79643.44652584037,74726.15795361398,8513.196388844599,22,0,-0.10395139753818512,270823.4825,5.273826217651367
594,-88618.2526478245,16401.03374241806,5826.02561435091,38,0,0.0,0.0,0.0
595,-74580.27871200073,64509.86174530383,7683.200285754815,10,0,0.0,0.0,0.0
596,-76396.82126099232,71755.86996526689,8149.044716975042,26,0,0.0,0.0,0.0
597,-77602.97541727427,64603.39219401492,7655.335909933318,16,0,0.0,0.0,0.0
598,-87838.07118041306,31352.707205829636,5982.7308732116335,36,0,0.0,0.0,0.0
599,-77486.34903867134,68691.33117294608,8197.801171835861,14,0,0.0,0.0,0.0
600,-90541.19974348605,39611.80920716947,7123.034289181793,41,0,0.0,0.0,0.0
601,-84488.06166844386,77480.73159462644,8828.022167174173,30,0,0.0,0.0,0.0
602,-67984.46289488909,50072.32614774183,6432.7647627027545,18,0,0.0,0.0,0.0
603,-85076.28103124569,37263.49005551345,6469.168805926388,40,0,0.0,0.0,0.0
604,-74910.34843190786,65169.98301142995,7802.042089291106,21,0,0.0,0.0,0.0
605,-69267.84991890177,50499.49574601621,6399.295041831468,19,0,0.0,0.0,0.0
606,-101277.53699691241,32934.645888331,7458.44885081683,57,0,0.0,0.0,0.0
607,-77076.72891112308,70956.4876955586,8242.405329985688,22,0,0.0,0.0,0.0
608,-102591.91365708917,34296.5283669694,6936.658400367514,53,0,0.0,0.0,0.0
609,-73913.94189981303,70004.052309922,8045.84529413739,10,0,0.0,0.0,0.0
610,-80491.8052411402,58568.48419066729,7775.055466039755,22,0,0.0,0.0,0.0
611,-95344.08210876002,23840.802914829776,5999.379801906183,55,0,0.0,0.0,0.0
612,-99353.42139670116,82702.2627626376,10407.771786788324,31,0,0.0,0.0,0.0
613,-82680.12033772937,78010.74410495975,8941.9775401084,18,0,0.0,0.0,0.0
614,-69992.85656379476,45661.4744210503,6544.245668162821,14,0,0.0,0.0,0.0
615,-97320.06237561448,30258.26979070506,7365.033855358767,51,0,-0.09725095890462399,212872.71265625,5.107277526855468
616,-91207.44418165897,55165.139605043434,8172.497010599167,31,0,0.0,0.0,0.0
617,-69096.75649977606,61014.46661716671,7432.657543286348,13,0,0.0,0.0,0.0
618,-96334.0952260958,53698.54985203367,8342.362802931033,45,0,0.0,0.0,0.0
619,-70308.88666047361,58161.88778105688,7134.474376411161,16,0,0.0,0.0,0.0
620,-103059.3078459797,35574.43653975804,7348.459607130328,60,0,0.0,0.0,0.0
621,-67450.33261218654,58682.20111604999,6839.587046651533,11,0,0.0,0.0,0.0
622,-99966.59522153437,48761.14062634722,7516.19966280746,52,0,0.0,0.0,0.0
623,-79342.76319458667,61346.66435011023,7477.566686521259,15,0,0.0,0.0,0.0
624,-89759.50770367253,33854.13588930049,6305.137706060648,45,0,0.0,0.0,0.0
625,-91254.91232602659,38621.11988091303,6054.502042822652,41,0,0.0,0.0,0.0
626,-74049.94335208349,76490.03106114625,8598.066804626043,16,0,0.0,0.0,0.0
627,-76840.34628184632,65657.54971580139,7891.380755712444,16,0,0.0,0.0,0.0
628,-85180.85663067682,67831.62382892586,8632.208168481478,26,0,0.0,0.0,0.0
629,-78049.8646102015,71796.66985590798,8526.604981303703,17,0,0.0,0.0,0.0
630,-66925.55072295837,60882.54877565003,7171.882556955901,12,0,0.0,0.0,0.0
631,-67203.88207608521,64950.33193919559,7132.026653031982,12,0,0.0,0.0,0.0
632,-95259.5196729055,49973.50353103326,7283.301072243286,48,0,0.0,0.0,0.0
633,-70778.92184012927,60418.841895769736,7423.403490391215,8,0,0.0,0.0,0.0
634,-88263.75304748061,75710.37017939727,9441.790683738218,26,0,0.0,0.0,0.0
635,-96364.11241806645,70420.47458291454,8999.413218001804,31,0,0.0,0.0,0.0
636,-79528.31485871448,66987.18585087796,8249.78337622744,13,0,0.0,0.0,0.0
637,-97358.64133929231,16562.11059976803,6341.904348952141,49,0,-0.10027700822800398,252480.5665625,4.996332311630249
638,-85412.7852135067,48481.409796990694,7150.439290410401,33,0,0.0,0.0,0.0
